Ученик,Средний балл за Сентябрь,Средний балл за Октябрь,Средний балл за Ноябрь,Средний балл за Декабрь,Средний балл за Январь,Средний балл за Февраль,Средний балл за Март,Средний балл за Апрель,Средний балл за Май,Средний балл за 3 месяца (Сентябрь-Октябрь-Ноябрь),Средний балл за 3 месяца (Декабрь-Январь-Февраль),Средний балл за 3 месяца (Март-Апрель-Май),Общее кол-во 5 за год,Общее кол-во 4 за год,Общее кол-во 3 за год,Общее кол-во 2 за год,Общее кол-во У за год,Общее кол-во Б за год,Общее кол-во Н за год,Общее кол-во 5 за 1 полугодие,Общее кол-во 4 за 1 полугодие,Общее кол-во 3 за 1 полугодие,Общее кол-во 2 за 1 полугодие,Общее кол-во У за 1 полугодие,Общее кол-во Б за 1 полугодие,Общее кол-во Н за 1 полугодие,Общее кол-во 5 за 2 полугодие,Общее кол-во 4 за 2 полугодие,Общее кол-во 3 за 2 полугодие,Общее кол-во 2 за 2 полугодие,Общее кол-во У за 2 полугодие,Общее кол-во Б за 2 полугодие,Общее кол-во Н за 2 полугодие,Среднее кол-во У в месяц,Среднее кол-во Б в месяц,Среднее кол-во Н в месяц,Успешный (нет предмета со ср. баллом < 3.5),Кластер
Ученица 5_11A,4.257142857142857,4.25,4.346153846153846,4.1875,4.405405405405405,4.0,4.055555555555555,4.181818181818182,3.9737529294656952,4.284432234432234,4.197635135135135,4.1186868686868685,104,104,35,6,46,0,4,64,65,15,5,17,0,2,40,39,20,1,29,0,2,6.571428571428571,0.0,0.5714285714285714,1,1
Ученица 6_11A,4.193548387096774,4.288888888888889,4.527777777777778,4.294117647058823,4.314285714285714,4.310344827586207,4.357142857142857,4.0,3.9737529294656952,4.336738351254481,4.306249396310249,4.178571428571429,108,112,23,4,39,0,3,66,64,14,2,16,0,2,42,48,9,2,23,0,1,6.5,0.0,0.5,1,1
Ученик 7_11A,4.193548387096774,3.90625,4.2317073170731705,4.181818181818182,4.151515151515151,4.238095238095238,4.1923076923076925,3.7916666666666665,3.9737529294656952,4.1105019013899815,4.19047619047619,3.99198717948718,85,106,47,4,27,23,1,54,63,31,3,10,0,1,31,43,16,1,17,23,0,4.5,3.8333333333333335,0.1666666666666666,0,1
Ученик 8_11A,3.8620689655172415,3.6354166666666665,3.4047619047619047,3.625,3.657142857142857,3.5,3.6666666666666665,3.75,3.9737529294656952,3.634082512315271,3.5940476190476187,3.708333333333333,53,68,91,26,23,0,7,32,41,62,13,1,0,4,21,27,29,13,22,0,3,5.75,0.0,1.75,0,0
Ученик 9_11A,3.689655172413793,3.5408163265306123,3.947368421052632,3.764705882352941,4.037037037037037,3.4814814814814814,3.7916666666666665,3.357142857142857,3.9737529294656952,3.725946639999013,3.761074800290487,3.574404761904762,38,72,54,20,18,120,9,22,42,39,10,7,83,5,16,30,15,10,11,37,4,2.25,15.0,1.125,0,0
Ученик 10_11A,3.684210526315789,3.476744186046512,3.272727272727273,3.7857142857142856,4.0,3.807692307692308,3.9,3.1666666666666665,3.9737529294656952,3.477893995029858,3.864468864468865,3.533333333333333,41,63,67,25,57,120,8,21,37,48,16,31,81,6,20,26,19,9,26,39,2,7.125,15.0,1.0,0,0
Ученица 11_11A,4.409090909090909,4.083333333333333,4.142857142857143,4.233333333333333,4.235294117647059,4.5,4.392857142857143,4.166666666666667,3.9737529294656952,4.211760461760462,4.322875816993464,4.279761904761905,97,110,33,2,7,29,0,52,65,24,1,2,29,0,45,45,9,1,5,0,0,1.75,7.25,0.0,1,1
Ученица 12_11A,3.793103448275862,3.63953488372093,3.546511627906977,3.6296296296296298,3.764705882352941,3.764705882352941,3.5384615384615383,3.5,3.9737529294656952,3.659716653301256,3.719680464778504,3.519230769230769,50,73,72,30,40,55,3,31,45,45,19,4,32,3,19,28,27,11,36,23,0,5.714285714285714,7.857142857142857,0.4285714285714285,0,0
Ученик 13_11A,4.0625,4.19,4.181818181818182,4.303030303030303,4.351351351351352,4.45,4.375,3.9583333333333335,3.9737529294656952,4.144772727272728,4.368127218127218,4.166666666666667,118,76,35,11,6,71,2,68,48,20,9,6,18,2,50,28,15,2,0,53,0,1.5,17.75,0.5,1,1
Ученица 14_11A,4.037037037037037,4.041666666666667,4.142857142857143,4.151515151515151,4.176470588235294,4.08,4.0,3.75,3.9737529294656952,4.0738536155202825,4.135995246583482,3.875,78,109,45,8,26,62,0,54,58,31,5,3,43,0,24,51,14,3,23,19,0,5.2,12.4,0.0,0,1
Ученица 15_11A,4.064516129032258,4.048780487804878,3.8552631578947367,4.185185185185185,3.5185185185185186,4.103448275862069,3.9038461538461537,3.4,3.9737529294656952,3.989519924910624,3.935717326521925,3.651923076923077,87,63,52,25,47,31,14,56,37,34,9,25,0,7,31,26,18,16,22,31,7,5.875,3.875,1.75,0,1
Ученица 16_11A,4.4,4.176470588235294,4.348837209302325,4.28125,4.302631578947368,4.172413793103448,3.9,4.076923076923077,3.9737529294656952,4.30843593251254,4.2520984573502725,3.9884615384615385,106,84,41,4,7,102,3,69,51,24,2,7,42,3,37,33,17,2,0,60,0,1.4,20.4,0.6,0,1
Ученик 17_11A,4.090909090909091,3.8125,3.8333333333333335,4.035714285714286,3.9166666666666665,4.064516129032258,4.142857142857143,3.583333333333333,3.9737529294656952,3.9122474747474745,4.00563236047107,3.863095238095238,62,103,46,16,14,62,5,38,56,30,10,14,32,3,24,47,16,6,0,30,2,2.8,12.4,1.0,0,1
Ученица 18_11A,4.181818181818182,4.117021276595745,4.161764705882353,4.235294117647059,4.088235294117647,4.166666666666667,4.288461538461538,3.590909090909091,3.9737529294656952,4.153534721432093,4.163398692810458,3.9396853146853146,120,54,57,14,13,17,1,74,31,32,9,6,6,1,46,23,25,5,7,11,0,4.333333333333333,5.666666666666667,0.3333333333333333,0,1
Ученица 19_11A,4.108108108108108,3.967391304347826,4.135135135135135,4.138888888888889,4.142857142857143,4.2,4.12,3.909090909090909,3.9737529294656952,4.070211515863689,4.160582010582011,4.014545454545455,103,85,58,10,16,0,2,61,53,33,8,10,0,2,42,32,25,2,6,0,0,5.333333333333333,0.0,0.6666666666666666,0,1
Ученица 20_11A,3.44,3.7083333333333335,3.595238095238096,3.9375,3.675675675675676,3.8,3.6052631578947367,3.75,3.9737529294656952,3.5811904761904763,3.8043918918918913,3.677631578947368,54,88,74,28,1,34,1,30,55,47,15,1,12,1,24,33,27,13,0,22,0,0.3333333333333333,11.333333333333334,0.3333333333333333,0,0
Ученик 21_11A,4.111111111111111,3.532608695652174,3.627906976744186,3.925925925925926,3.68,3.8125,3.8125,2.0,3.9737529294656952,3.757208927835823,3.8061419753086425,2.90625,48,67,49,25,7,187,6,32,47,37,15,1,44,2,16,20,12,10,6,143,4,0.875,23.375,0.75,0,0
Ученица 22_11A,4.16,4.029411764705882,4.035714285714286,4.166666666666667,4.090909090909091,4.260869565217392,4.384615384615385,3.9583333333333335,3.9737529294656952,4.075042016806723,4.1728151075977165,4.17147435897436,86,99,47,5,26,32,2,52,58,31,5,7,29,2,34,41,16,0,19,3,0,5.2,6.4,0.4,1,1
Ученик 23_11A,4.5625,4.648148148148148,4.764705882352941,4.827586206896552,4.672413793103448,4.793103448275862,4.764705882352941,4.6,3.9737529294656952,4.658451343500364,4.764367816091954,4.68235294117647,172,50,9,0,23,6,5,109,31,7,0,23,0,4,63,19,2,0,0,6,1,4.6,1.2,1.0,1,1
